gen	nevals	avg                            	std                            	min                	max                
642	180   	[  0.90783333 591.65      ]    	[ 0.06917229 47.19845513]      	[  0.725 475.   ]  	[  0.98 790.  ]    
643	175   	[  0.89985    588.56666667]    	[ 0.07556605 47.64569469]      	[  0.695 420.   ]  	[  0.98 795.  ]    
644	173   	[  0.89301667 588.1       ]    	[ 0.08208928 49.64598003]      	[  0.525 420.   ]  	[  0.98 770.  ]    
645	171   	[  0.89678333 589.36666667]    	[ 0.07341596 50.32493307]      	[  0.685 420.   ]  	[  0.98 760.  ]    
646	170   	[  0.90201667 591.31666667]    	[ 0.07252712 50.07677162]      	[  0.695 430.   ]  	[  0.98 800.  ]    
647	173   	[  0.90023333 595.88333333]    	[ 0.07201582 47.92845072]      	[  0.7 455. ]      	[  0.98 800.  ]    
648	174   	[  0.89833333 594.86666667]    	[ 0.07296384 46.20586783]      	[  0.68 485.  ]    	[  0.98 800.  ]    
649	183   	[  0.89788333 591.96666667]    	[ 0.07511061 44.58099994]      	[  0.69 470.  ]    	[  0.98 800.  ]    
650	178   	[  0.89728333 596.98333333]    	[ 0.07259272 45.48241113]      	[  0.63 475.  ]    	[  0.98 755.  ]    
651	168   	[  0.89701667 600.45      ]    	[ 0.07177523 46.17590461]      	[  0.695 490.   ]  	[  0.98 725.  ]    
652	198   	[  0.8975 601.3   ]            	[ 0.07084784 46.60804652]      	[  0.635 465.   ]  	[  0.98 775.  ]    
653	175   	[  0.90611667 597.8       ]    	[ 0.0689662  46.32846497]      	[  0.715 455.   ]  	[  0.98 810.  ]    
654	175   	[  0.90708333 595.78333333]    	[ 0.06894498 47.9440965 ]      	[  0.62 465.  ]    	[  0.98 760.  ]    
655	183   	[  0.90698333 600.3       ]    	[ 0.07117455 49.34649599]      	[  0.6 450. ]      	[  0.98 760.  ]    
656	168   	[  0.91005 599.5    ]          	[ 0.06996843 48.10838458]      	[  0.65 435.  ]    	[  0.98 750.  ]    
657	172   	[  0.90385    593.43333333]    	[ 0.0722779  48.19625389]      	[  0.695 420.   ]  	[  0.98 755.  ]    
658	181   	[  0.90061667 588.05      ]    	[ 0.07232936 43.17345828]      	[  0.71 440.  ]    	[  0.98 715.  ]    
659	165   	[  0.90463333 591.15      ]    	[ 0.06895916 44.6608796 ]      	[  0.635 500.   ]  	[  0.98 770.  ]    
660	168   	[  0.90221667 591.7       ]    	[ 0.07452071 46.7112763 ]      	[  0.665 500.   ]  	[  0.98 740.  ]    
661	188   	[  0.90475    592.36666667]    	[ 0.07319395 47.03082913]      	[  0.675 470.   ]  	[  0.98 755.  ]    
662	156   	[  0.90566667 590.9       ]    	[ 0.07215185 42.24756403]      	[  0.665 475.   ]  	[  0.98 760.  ]    
663	182   	[  0.90053333 591.05      ]    	[ 0.07505697 46.70454118]      	[  0.67 450.  ]    	[  0.98 765.  ]    
664	172   	[  0.90568333 588.36666667]    	[ 0.07344805 47.09740498]      	[  0.63 425.  ]    	[  0.98 800.  ]    
665	156   	[  0.90421667 590.78333333]    	[ 0.07330054 44.04887122]      	[  0.705 470.   ]  	[  0.98 785.  ]    
666	184   	[  0.89956667 590.41666667]    	[ 0.07716311 45.47061017]      	[  0.66 460.  ]    	[  0.98 775.  ]    
667	174   	[  0.90815    595.21666667]    	[ 0.07325977 46.34871148]      	[  0.625 450.   ]  	[  0.98 795.  ]    
668	156   	[  0.91171667 592.11666667]    	[ 0.07086821 43.05349063]      	[  0.655 475.   ]  	[  0.98 775.  ]    
669	174   	[  0.90283333 589.06666667]    	[ 0.07669402 46.40541156]      	[  0.61 455.  ]    	[  0.98 825.  ]    
670	161   	[  0.91235    590.41666667]    	[ 0.07001948 40.82168201]      	[  0.685 485.   ]  	[  0.98 730.  ]    
671	180   	[  0.90988333 589.88333333]    	[ 0.07479017 38.62300336]      	[  0.655 485.   ]  	[  0.98 770.  ]    
672	181   	[  0.91206667 589.01666667]    	[ 0.07096992 42.59244521]      	[  0.665 425.   ]  	[  0.98 745.  ]    
673	177   	[  0.90671667 591.33333333]    	[ 0.0732084  43.80131911]      	[  0.705 460.   ]  	[  0.98 730.  ]    
674	157   	[  0.9073     592.51666667]    	[ 0.07081109 43.81875233]      	[  0.65 465.  ]    	[  0.98 780.  ]    
675	164   	[  0.90533333 588.46666667]    	[ 0.07257448 41.41435607]      	[  0.65 460.  ]    	[  0.98 710.  ]    
676	164   	[  0.90798333 591.08333333]    	[ 0.07155662 39.07142676]      	[  0.685 480.   ]  	[  0.98 745.  ]    
677	159   	[  0.90853333 592.7       ]    	[ 0.07436295 43.02569   ]      	[  0.615 480.   ]  	[  0.98 760.  ]    
678	187   	[  0.90565    590.58333333]    	[ 0.07133485 38.24800285]      	[  0.705 480.   ]  	[  0.98 760.  ]    
679	162   	[  0.90146667 593.45      ]    	[ 0.07379261 42.04379661]      	[  0.64 470.  ]    	[  0.98 760.  ]    
680	188   	[  0.89898333 591.23333333]    	[ 0.07544788 46.54724004]      	[  0.68 430.  ]    	[  0.98 795.  ]    
681	160   	[  0.90231667 593.95      ]    	[ 0.07428806 43.35105727]      	[  0.66 445.  ]    	[  0.98 745.  ]    
682	179   	[  0.90665    591.48333333]    	[ 0.07003828 42.66008738]      	[  0.64 470.  ]    	[  0.98 740.  ]    
683	159   	[  0.9081 592.    ]            	[ 0.07466407 44.754888  ]      	[  0.655 460.   ]  	[  0.98 790.  ]    
684	161   	[  0.9129 588.4   ]            	[ 0.07301545 42.23079445]      	[  0.66 495.  ]    	[  0.98 745.  ]    
685	201   	[  0.90883333 593.03333333]    	[ 0.0707788  44.05260744]      	[  0.655 435.   ]  	[  0.98 735.  ]    
686	165   	[  0.90413333 590.21666667]    	[ 0.07418838 45.88430802]      	[  0.635 465.   ]  	[  0.98 820.  ]    
687	160   	[  0.90915    589.13333333]    	[ 0.0703884 42.2166897]        	[  0.725 470.   ]  	[  0.98 820.  ]    
688	172   	[  0.90531667 588.55      ]    	[ 0.0750865 43.7528761]        	[  0.685 435.   ]  	[  0.98 710.  ]    
689	181   	[  0.89783333 590.55      ]    	[ 0.07391192 43.33721457]      	[  0.69 445.  ]    	[  0.98 750.  ]    
690	166   	[  0.89955 591.6    ]          	[ 0.07352583 45.24496289]      	[  0.665 470.   ]  	[  0.98 755.  ]    
691	184   	[  0.89936667 590.31666667]    	[ 0.07610475 43.79097763]      	[  0.62 390.  ]    	[  0.98 705.  ]    
692	178   	[  0.8986 594.    ]            	[ 0.07314739 40.86155487]      	[  0.7 460. ]      	[  0.98 725.  ]    
693	165   	[  0.90421667 592.65      ]    	[ 0.07562277 42.69731647]      	[  0.575 430.   ]  	[  0.98 770.  ]    
694	179   	[  0.91128333 591.26666667]    	[ 0.07380901 48.77221431]      	[  0.625 475.   ]  	[  0.98 750.  ]    
695	186   	[  0.90756667 590.48333333]    	[ 0.07413554 48.90654069]      	[  0.705 480.   ]  	[  0.98 760.  ]    
696	171   	[  0.90845    588.31666667]    	[ 0.07500121 46.45158471]      	[  0.695 465.   ]  	[  0.98 750.  ]    
697	173   	[  0.91188333 588.06666667]    	[ 0.07455  45.049183]          	[  0.68 460.  ]    	[  0.98 745.  ]    
698	187   	[  0.90358333 585.45      ]    	[ 0.07759237 45.4574618 ]      	[  0.69 470.  ]    	[  0.98 745.  ]    
699	159   	[  0.91118333 589.15      ]    	[ 0.06964924 44.48064186]      	[  0.72 475.  ]    	[  0.98 760.  ]    
700	178   	[  0.91401667 585.08333333]    	[ 0.07357162 41.8040236 ]      	[  0.525 475.   ]  	[  0.98 760.  ]    
701	148   	[  0.90955    586.13333333]    	[ 0.07549424 44.56136842]      	[  0.685 455.   ]  	[  0.98 760.  ]    
702	170   	[  0.90488333 583.9       ]    	[ 0.07798869 43.7830637 ]      	[  0.67 450.  ]    	[  0.98 735.  ]    
703	175   	[  0.9061     589.73333333]    	[ 0.07738081 46.33316547]      	[  0.525 400.   ]  	[  0.98 815.  ]    
704	177   	[  0.9099 590.95  ]            	[ 0.07348462 44.92787739]      	[  0.615 460.   ]  	[  0.98 770.  ]    
705	179   	[  0.90573333 584.03333333]    	[ 0.07588234 42.13746024]      	[  0.66 450.  ]    	[  0.98 725.  ]    
706	163   	[  0.90368333 586.36666667]    	[ 0.0730526  42.31783181]      	[  0.655 465.   ]  	[  0.98 720.  ]    
707	192   	[  0.89563333 586.03333333]    	[ 0.07474021 44.17124505]      	[  0.675 445.   ]  	[  0.98 740.  ]    
708	177   	[  0.8969 591.45  ]            	[ 0.07065685 47.3636376 ]      	[  0.685 460.   ]  	[  0.98 775.  ]    
709	174   	[  0.89765 590.7    ]          	[ 0.06912714 48.8143763 ]      	[  0.675 425.   ]  	[  0.98 765.  ]    
710	155   	[  0.89865    584.76666667]    	[ 0.07094078 51.11860935]      	[  0.57 435.  ]    	[  0.98 795.  ]    
711	176   	[  0.89751667 587.03333333]    	[ 0.06879377 45.13164694]      	[  0.68 475.  ]    	[  0.98 755.  ]    
712	167   	[  0.89676667 583.85      ]    	[ 0.07624333 45.91398661]      	[  0.57 470.  ]    	[  0.98 725.  ]    
713	171   	[  0.89731667 590.7       ]    	[ 0.07353491 48.1128188 ]      	[  0.665 480.   ]  	[  0.98 780.  ]    
714	176   	[  0.8971     587.01666667]    	[ 0.07816173 49.30195793]      	[  0.625 440.   ]  	[  0.98 780.  ]    
715	187   	[  0.89866667 588.01666667]    	[ 0.07481236 49.40124549]      	[  0.635 445.   ]  	[  0.98 740.  ]    
716	175   	[  0.90458333 583.08333333]    	[ 0.07513483 49.94740289]      	[  0.55 450.  ]    	[  0.98 765.  ]    
717	170   	[  0.91031667 582.21666667]    	[ 0.06906386 50.26101593]      	[  0.73 475.  ]    	[  0.98 860.  ]    
718	176   	[  0.90653333 582.55      ]    	[ 0.06895638 49.98747343]      	[  0.675 450.   ]  	[  0.98 860.  ]    
719	173   	[  0.90643333 587.23333333]    	[ 0.07016608 49.57162047]      	[  0.685 475.   ]  	[  0.98 860.  ]    
720	175   	[  0.91071667 589.03333333]    	[ 0.06856678 48.25003166]      	[  0.665 470.   ]  	[  0.98 860.  ]    
721	178   	[  0.90558333 583.63333333]    	[ 0.07654896 48.14871638]      	[  0.545 405.   ]  	[  0.98 725.  ]    
722	179   	[  0.89785 587.7    ]          	[ 0.07344472 46.8103621 ]      	[  0.59 470.  ]    	[  0.98 775.  ]    
723	171   	[  0.89993333 585.03333333]    	[ 0.07449829 45.82028905]      	[  0.675 430.   ]  	[  0.98 760.  ]    
724	165   	[  0.90233333 585.85      ]    	[ 0.07462499 47.5222141 ]      	[  0.65 405.  ]    	[  0.98 760.  ]    
725	172   	[  0.9065     592.81666667]    	[ 0.07129107 49.40799249]      	[  0.68 490.  ]    	[  0.98 760.  ]    
726	174   	[  0.90005 590.8    ]          	[ 0.07519473 46.72643791]      	[  0.665 460.   ]  	[  0.98 730.  ]    
727	184   	[  0.9063     589.73333333]    	[ 0.07747243 47.92628599]      	[  0.655 445.   ]  	[  0.98 760.  ]    
728	177   	[  0.90456667 587.48333333]    	[ 0.07489534 52.59198027]      	[  0.625 415.   ]  	[  0.98 830.  ]    
729	166   	[  0.91205 584.65   ]          	[ 0.07256409 50.03126522]      	[  0.64 420.  ]    	[  0.98 830.  ]    
730	166   	[  0.90925    583.48333333]    	[ 0.07518547 48.97396984]      	[  0.675 420.   ]  	[  0.98 785.  ]    
731	173   	[  0.90398333 583.71666667]    	[ 0.07491695 48.24005655]      	[  0.66 420.  ]    	[  0.98 785.  ]    
732	194   	[  0.8993     582.41666667]    	[ 0.07720974 51.06280175]      	[  0.595 460.   ]  	[  0.98 770.  ]    
733	168   	[  0.89146667 589.2       ]    	[ 0.08177825 50.37883153]      	[  0.64 465.  ]    	[  0.98 760.  ]    
734	167   	[  0.89103333 591.66666667]    	[ 0.07819803 50.36588351]      	[  0.655 460.   ]  	[  0.98 800.  ]    
735	168   	[  0.90066667 589.26666667]    	[ 0.07708905 47.48468759]      	[  0.695 465.   ]  	[  0.98 730.  ]    
736	169   	[  0.9027     589.26666667]    	[ 0.07883449 46.85398121]      	[  0.57 385.  ]    	[  0.98 740.  ]    
737	163   	[  0.90386667 585.98333333]    	[ 0.07635148 48.2833621 ]      	[  0.64 465.  ]    	[  0.98 770.  ]    
738	178   	[  0.89925    586.93333333]    	[ 0.07622459 47.57725881]      	[  0.6 450. ]      	[  0.98 755.  ]    
739	169   	[  0.90578333 588.56666667]    	[ 0.0721628  44.58825207]      	[  0.685 460.   ]  	[  0.98 760.  ]    
740	164   	[  0.9007 588.2   ]            	[ 0.07452188 44.30492824]      	[  0.67 485.  ]    	[  0.98 805.  ]    
741	157   	[  0.90491667 591.23333333]    	[ 0.07575779 46.05408656]      	[  0.595 485.   ]  	[  0.98 805.  ]    
742	162   	[  0.90361667 585.93333333]    	[ 0.07756827 43.20835824]      	[  0.65 475.  ]    	[  0.98 755.  ]    
743	163   	[  0.91093333 586.33333333]    	[ 0.07467683 43.42682223]      	[  0.69 485.  ]    	[  0.98 790.  ]    
744	167   	[  0.90686667 586.18333333]    	[ 0.07465375 45.22922789]      	[  0.64 490.  ]    	[  0.98 790.  ]    
745	165   	[  0.9045     590.26666667]    	[ 0.073004   47.86713092]      	[  0.68 445.  ]    	[  0.98 745.  ]    
746	167   	[  0.90116667 586.06666667]    	[ 0.07891433 46.41331227]      	[  0.625 465.   ]  	[  0.98 745.  ]    
747	181   	[  0.89973333 586.28333333]    	[ 0.07625022 43.9177609 ]      	[  0.64 455.  ]    	[  0.98 805.  ]    
748	183   	[  0.89676667 589.1       ]    	[ 0.07392933 43.86938948]      	[  0.535 465.   ]  	[  0.98 730.  ]    
749	163   	[  0.89855    588.28333333]    	[ 0.07943434 45.45110621]      	[  0.615 420.   ]  	[  0.98 730.  ]    
750	165   	[  0.89536667 590.18333333]    	[ 0.07916775 48.47731142]      	[  0.54 470.  ]    	[  0.98 805.  ]    
751	175   	[  0.90346667 587.58333333]    	[ 0.07159015 47.63482328]      	[  0.645 440.   ]  	[  0.98 755.  ]    
752	175   	[  0.90565    592.03333333]    	[ 0.06815664 48.74798002]      	[  0.685 475.   ]  	[  0.98 735.  ]    
753	187   	[  0.89695    589.13333333]    	[ 0.07472247 46.8677098 ]      	[  0.645 460.   ]  	[  0.98 760.  ]    
754	169   	[  0.902      590.81666667]    	[ 0.07171587 49.98916271]      	[  0.665 405.   ]  	[  0.98 775.  ]    
755	164   	[  0.90415    591.53333333]    	[ 0.06859563 48.89767093]      	[  0.695 480.   ]  	[  0.98 750.  ]    
756	182   	[  0.89796667 594.71666667]    	[ 0.0755835  50.13817297]      	[  0.545 445.   ]  	[  0.98 740.  ]    
757	171   	[  0.89791667 598.81666667]    	[ 0.07560804 49.39989597]      	[  0.605 460.   ]  	[  0.98 760.  ]    
758	186   	[  0.89803333 595.93333333]    	[ 0.07240487 48.00655048]      	[  0.665 470.   ]  	[  0.98 760.  ]    
759	176   	[  0.89796667 594.16666667]    	[ 0.07419366 47.66870625]      	[  0.585 425.   ]  	[  0.98 770.  ]    
760	166   	[  0.90528333 589.53333333]    	[ 0.07402929 49.05217177]      	[  0.635 445.   ]  	[  0.98 785.  ]    
761	185   	[  0.90553333 588.15      ]    	[ 0.07356889 45.89655942]      	[  0.67 470.  ]    	[  0.98 755.  ]    
762	172   	[  0.90241667 588.23333333]    	[ 0.07607065 48.09933009]      	[  0.585 435.   ]  	[  0.98 725.  ]    
763	156   	[  0.9036     587.83333333]    	[ 0.07722612 48.10722976]      	[  0.625 470.   ]  	[  0.98 745.  ]    
764	171   	[  0.90405    583.31666667]    	[ 0.07646468 45.41383477]      	[  0.66 440.  ]    	[  0.98 720.  ]    
765	168   	[  0.90323333 585.63333333]    	[ 0.07120074 50.12084286]      	[  0.695 450.   ]  	[  0.98 765.  ]    
766	175   	[  0.90881667 588.41666667]    	[ 0.06736233 48.78773468]      	[  0.665 445.   ]  	[  0.98 825.  ]    
767	170   	[  0.9055     584.63333333]    	[ 0.07133197 48.97821511]      	[  0.665 415.   ]  	[  0.98 825.  ]    
768	170   	[  0.90615 583.2    ]          	[ 0.0713916  47.83053418]      	[  0.72 445.  ]    	[  0.98 755.  ]    
769	185   	[  0.91048333 582.85      ]    	[ 0.0724478  42.74686148]      	[  0.675 440.   ]  	[  0.98 720.  ]    
770	152   	[  0.9198 582.45  ]            	[ 0.07018875 42.93305836]      	[  0.67 440.  ]    	[  0.98 730.  ]    
771	174   	[  0.91628333 579.75      ]    	[ 0.07044693 42.98473566]      	[  0.69 475.  ]    	[  0.98 755.  ]    
772	168   	[  0.91926667 574.86666667]    	[ 0.07302485 36.40488368]      	[  0.7 480. ]      	[  0.98 700.  ]    
773	184   	[  0.91061667 574.4       ]    	[ 0.08105885 43.193055  ]      	[  0.655 445.   ]  	[  0.98 730.  ]    
774	174   	[  0.90935    576.96666667]    	[ 0.07814833 43.96171314]      	[  0.66 465.  ]    	[  0.98 730.  ]    
775	166   	[  0.90936667 577.21666667]    	[ 0.0766981  48.32876703]      	[  0.605 420.   ]  	[  0.98 735.  ]    
776	167   	[  0.90545    576.83333333]    	[ 0.08044904 46.90030798]      	[  0.55 430.  ]    	[  0.98 750.  ]    
777	159   	[  0.90806667 577.95      ]    	[ 0.07501175 44.69766027]      	[  0.69 455.  ]    	[  0.98 720.  ]    
778	174   	[  0.90321667 582.86666667]    	[ 0.06954545 47.11279609]      	[  0.695 455.   ]  	[  0.98 795.  ]    
779	177   	[  0.90891667 576.63333333]    	[ 0.07099232 38.03067475]      	[  0.66 460.  ]    	[  0.98 705.  ]    
780	167   	[  0.90526667 577.01666667]    	[ 0.07427154 42.81568703]      	[  0.65 475.  ]    	[  0.98 725.  ]    
781	177   	[  0.90655    579.31666667]    	[ 0.07278173 46.42682115]      	[  0.635 455.   ]  	[  0.98 735.  ]    
782	166   	[  0.904 579.15 ]              	[ 0.07827728 45.61279974]      	[  0.635 445.   ]  	[  0.98 740.  ]    
783	171   	[  0.91113333 578.21666667]    	[ 0.07108949 43.5897892 ]      	[  0.665 485.   ]  	[  0.98 750.  ]    
784	163   	[  0.90765    576.88333333]    	[ 0.07954073 46.15231726]      	[  0.655 480.   ]  	[  0.98 755.  ]    
785	183   	[  0.90853333 576.96666667]    	[ 0.07555582 44.57539182]      	[  0.65 445.  ]    	[  0.98 755.  ]    
786	174   	[  0.90873333 572.5       ]    	[ 0.07779714 43.83967001]      	[  0.645 470.   ]  	[  0.98 810.  ]    
787	184   	[  0.90596667 576.8       ]    	[ 0.07672178 47.91930717]      	[  0.565 460.   ]  	[  0.98 810.  ]    
788	178   	[  0.90691667 577.1       ]    	[ 0.07655549 45.55864353]      	[  0.605 470.   ]  	[  0.98 750.  ]    
789	169   	[  0.90506667 578.75      ]    	[ 0.07558216 48.89124836]      	[  0.66 440.  ]    	[  0.98 740.  ]    
790	190   	[  0.90535    580.16666667]    	[ 0.07800082 45.90721318]      	[  0.64 410.  ]    	[  0.98 720.  ]    
791	193   	[  0.90235    576.63333333]    	[ 0.07628714 46.28533485]      	[  0.64 450.  ]    	[  0.98 730.  ]    
792	186   	[  0.8946     584.33333333]    	[ 0.07728092 52.06299603]      	[  0.615 465.   ]  	[  0.98 770.  ]    
793	170   	[  0.90211667 585.46666667]    	[ 0.0688956  48.01161896]      	[  0.67 470.  ]    	[  0.98 740.  ]    
794	176   	[  0.89818333 591.06666667]    	[ 0.07455054 52.17785822]      	[  0.6 410. ]      	[  0.98 785.  ]    
795	175   	[  0.90293333 590.5       ]    	[ 0.0695454  51.98317035]      	[  0.7 460. ]      	[  0.98 785.  ]    
796	165   	[  0.90481667 589.3       ]    	[ 0.07161273 50.94941936]      	[  0.665 465.   ]  	[  0.98 785.  ]    
797	185   	[  0.90431667 595.46666667]    	[ 0.07305329 56.58429307]      	[  0.62 445.  ]    	[  0.98 785.  ]    
798	168   	[  0.9096 587.4   ]            	[ 0.0750689  49.30929595]      	[  0.58 450.  ]    	[  0.98 800.  ]    
799	189   	[  0.90273333 584.05      ]    	[ 0.08014692 51.09645291]      	[  0.605 455.   ]  	[  0.98 800.  ]    
800	183   	[  0.8942     584.18333333]    	[ 0.07935696 51.45143071]      	[  0.61 415.  ]    	[  0.98 775.  ]    
801	163   	[  0.9037     583.81666667]    	[ 0.07519515 50.47292729]      	[  0.64 475.  ]    	[  0.98 755.  ]    
802	176   	[  0.9066 582.5   ]            	[ 0.07348202 47.75196331]      	[  0.625 465.   ]  	[  0.98 755.  ]    
803	165   	[  0.90116667 578.88333333]    	[ 0.0759724  46.19166291]      	[  0.67 445.  ]    	[  0.98 760.  ]    
804	166   	[  0.90628333 578.78333333]    	[ 0.07648379 48.52596956]      	[  0.665 445.   ]  	[  0.98 755.  ]    
805	181   	[  0.90145    584.63333333]    	[ 0.07392664 48.63845072]      	[  0.67 435.  ]    	[  0.98 730.  ]    
806	178   	[  0.89686667 580.73333333]    	[ 0.08251373 47.72276419]      	[  0.59 450.  ]    	[  0.98 750.  ]    
807	162   	[  0.90305    582.98333333]    	[ 0.07605008 48.44085454]      	[  0.645 485.   ]  	[  0.98 750.  ]    
808	166   	[  0.90306667 583.1       ]    	[ 0.07262641 48.52720886]      	[  0.62 460.  ]    	[  0.98 760.  ]    
809	170   	[  0.90146667 589.3       ]    	[ 0.07323375 52.48342596]      	[  0.585 445.   ]  	[  0.98 765.  ]    
810	186   	[  0.89326667 583.9       ]    	[ 0.07587047 47.361623  ]      	[  0.64 450.  ]    	[  0.98 755.  ]    
811	185   	[  0.89711667 586.71666667]    	[ 0.07021588 48.30082527]      	[  0.665 480.   ]  	[  0.98 745.  ]    
812	158   	[  0.89606667 583.15      ]    	[ 0.07741466 46.9378401 ]      	[  0.625 460.   ]  	[  0.98 750.  ]    
813	158   	[  0.90496667 583.8       ]    	[ 0.07310608 43.6698981 ]      	[  0.66 475.  ]    	[  0.98 745.  ]    
814	195   	[  0.89491667 582.78333333]    	[ 0.08133517 46.17903264]      	[  0.605 475.   ]  	[  0.98 750.  ]    
815	186   	[  0.89996667 583.68333333]    	[ 0.0723026  45.99836652]      	[  0.68 455.  ]    	[  0.98 755.  ]    
816	166   	[  0.89776667 586.25      ]    	[ 0.0723096  46.89727249]      	[  0.65 470.  ]    	[  0.98 720.  ]    
817	178   	[  0.89803333 587.46666667]    	[ 0.07386451 50.86172977]      	[  0.64 470.  ]    	[  0.98 755.  ]    
818	180   	[  0.89623333 585.65      ]    	[ 0.0770096  49.55630636]      	[  0.565 425.   ]  	[  0.98 765.  ]    
819	180   	[  0.90318333 589.96666667]    	[ 0.06824185 49.05268143]      	[  0.7 470. ]      	[  0.98 780.  ]    
820	161   	[  0.90681667 590.95      ]    	[ 0.07396925 49.08850001]      	[  0.665 440.   ]  	[  0.98 790.  ]    
821	182   	[  0.90321667 586.33333333]    	[ 0.07565648 46.13988393]      	[  0.625 470.   ]  	[  0.98 760.  ]    
822	166   	[  0.90281667 585.36666667]    	[ 0.07758748 44.42633103]      	[  0.6 465. ]      	[  0.98 760.  ]    
823	182   	[  0.90185    585.38333333]    	[ 0.07663438 44.06929833]      	[  0.65 480.  ]    	[  0.98 730.  ]    
824	170   	[  0.90453333 585.51666667]    	[ 0.07469906 45.24912215]      	[  0.685 460.   ]  	[  0.98 760.  ]    
825	173   	[  0.90903333 587.51666667]    	[ 0.06840004 44.91936912]      	[  0.685 465.   ]  	[  0.98 740.  ]    
826	159   	[  0.91396667 585.83333333]    	[ 0.06601842 43.89729174]      	[  0.695 475.   ]  	[  0.98 720.  ]    
827	195   	[  0.9085     578.63333333]    	[ 0.06944362 46.1190368 ]      	[  0.63 470.  ]    	[  0.98 755.  ]    
828	166   	[  0.90543333 579.28333333]    	[ 0.07280897 48.31566056]      	[  0.64 440.  ]    	[  0.98 755.  ]    
829	163   	[  0.9013 579.25  ]            	[ 0.0736352  48.87590579]      	[  0.68 415.  ]    	[  0.98 755.  ]    
830	155   	[  0.89818333 587.08333333]    	[ 0.07726221 53.43603393]      	[  0.63 460.  ]    	[  0.98 785.  ]    
831	176   	[  0.8967     591.61666667]    	[ 0.07599743 54.84344132]      	[  0.645 450.   ]  	[  0.98 755.  ]    
832	169   	[  0.90503333 587.08333333]    	[ 0.0728297  50.19538215]      	[  0.615 470.   ]  	[  0.98 790.  ]    
833	195   	[  0.89678333 584.8       ]    	[ 0.07988368 50.29042321]      	[  0.615 440.   ]  	[  0.98 755.  ]    
834	178   	[  0.8941     587.56666667]    	[ 0.07976438 51.68248145]      	[  0.655 405.   ]  	[  0.98 755.  ]    
835	169   	[  0.90326667 594.76666667]    	[ 0.07578695 53.6371658 ]      	[  0.67 470.  ]    	[  0.98 780.  ]    
836	175   	[  0.90641667 592.58333333]    	[ 0.07870563 50.06904954]      	[  0.615 445.   ]  	[  0.98 745.  ]    
837	181   	[  0.9015     595.66666667]    	[ 0.07859548 53.8892898 ]      	[  0.635 440.   ]  	[  0.98 810.  ]    
838	173   	[  0.9002     591.23333333]    	[ 0.07855864 48.61048127]      	[  0.635 470.   ]  	[  0.98 760.  ]    
839	190   	[  0.89755    585.28333333]    	[ 0.07931423 46.96988101]      	[  0.655 475.   ]  	[  0.98 790.  ]    
840	183   	[  0.90066667 586.55      ]    	[ 0.08026865 54.72976795]      	[  0.575 455.   ]  	[  0.98 825.  ]    
841	144   	[  0.91025    592.66666667]    	[ 0.07010008 48.11675615]      	[  0.645 480.   ]  	[  0.98 825.  ]    
842	169   	[  0.90415 584.     ]          	[ 0.0778526  51.05715751]      	[  0.615 410.   ]  	[  0.98 775.  ]    
843	176   	[  0.90976667 586.3       ]    	[ 0.07779318 50.69658108]      	[  0.66 470.  ]    	[  0.98 750.  ]    
844	177   	[  0.90785 587.     ]          	[ 0.07754113 51.23150073]      	[  0.665 460.   ]  	[  0.98 750.  ]    
845	163   	[  0.91041667 585.51666667]    	[ 0.07275468 49.29485831]      	[  0.605 465.   ]  	[  0.98 745.  ]    
846	179   	[  0.91071667 581.73333333]    	[ 0.07353958 47.01236244]      	[  0.65 435.  ]    	[  0.98 745.  ]    
847	201   	[  0.9109     585.66666667]    	[ 0.07166954 51.62740444]      	[  0.695 480.   ]  	[  0.98 740.  ]    
848	177   	[  0.90791667 588.4       ]    	[ 0.0748537 50.0443803]        	[  0.675 455.   ]  	[  0.98 740.  ]    
849	164   	[  0.91811667 583.33333333]    	[ 0.06899422 44.72198068]      	[  0.71 465.  ]    	[  0.98 750.  ]    
850	184   	[  0.90873333 584.23333333]    	[ 0.07253318 44.22758064]      	[  0.655 480.   ]  	[  0.98 725.  ]    
851	172   	[  0.90668333 587.05      ]    	[ 0.07744944 46.44940796]      	[  0.59 440.  ]    	[  0.98 750.  ]    
852	193   	[  0.89746667 588.36666667]    	[ 0.07688681 48.77327365]      	[  0.685 435.   ]  	[  0.98 750.  ]    
853	190   	[  0.90211667 588.2       ]    	[ 0.07548799 47.69094953]      	[  0.67 465.  ]    	[  0.98 760.  ]    
854	188   	[  0.9005     593.66666667]    	[ 0.0731716  49.67281841]      	[  0.62 465.  ]    	[  0.98 735.  ]    
855	178   	[  0.90388333 587.65      ]    	[ 0.07677567 48.22925288]      	[  0.605 410.   ]  	[  0.98 770.  ]    
856	175   	[  0.90068333 589.81666667]    	[ 0.07422342 46.98279531]      	[  0.59 460.  ]    	[  0.98 800.  ]    
857	181   	[  0.90315    588.11666667]    	[ 0.07374954 46.84054215]      	[  0.56 430.  ]    	[  0.98 750.  ]    
858	202   	[  0.89813333 590.11666667]    	[ 0.07595074 44.53915568]      	[  0.625 485.   ]  	[  0.98 780.  ]    
859	183   	[  0.90151667 591.21666667]    	[ 0.07447113 45.78503819]      	[  0.575 460.   ]  	[  0.98 780.  ]    
860	165   	[  0.90046667 592.66666667]    	[ 0.07281105 46.3291365 ]      	[  0.655 485.   ]  	[  0.98 750.  ]    
